132.0, 170.0, 0
132.13825000000003, 170.22473, 0
132.25054999999998, 170.478365, 0
132.33245, 170.75786, 0
132.3798, 171.05955, 0
132.3888, 171.379165, 0
132.35625, 171.71193, 0
129.52960000000002, 174.47534, 0
129.03044999999997, 174.56143, 0
128.50824999999998, 174.59123, 0
127.96935000000002, 174.560885, 0
127.42084999999997, 174.46725, 0
126.87004999999999, 174.308015, 0
126.32479999999998, 174.081725, 0
125.79318, 173.78784, 0
125.28345000000002, 173.42679, 0
124.80383499999999, 173.0, 0
124.36266999999998, 172.5099, 0
123.96792499999998, 171.95995, 0
123.62738000000002, 171.35455, 0
123.3483, 170.699125, 0
123.13749999999999, 170.0, 0
123.00105000000002, 169.26439, 0
122.944275, 168.500275, 0
122.97167999999999, 167.71637, 0
123.08672999999999, 166.92203, 0
123.2919, 166.12709, 0
123.58852999999999, 165.34181, 0
123.97680000000003, 164.5767, 0
124.45569999999998, 163.84244, 0
125.02292, 163.14966, 0
125.67500000000001, 162.5089, 0
126.40715, 161.93036, 0
127.21339999999998, 161.42386, 0
128.08667000000003, 160.9986, 0
129.018615, 160.6631, 0
129.99997000000002, 160.425, 0
131.02044999999998, 160.290985, 0
132.06885, 160.266615, 0
133.133425, 160.356275, 0
134.20155, 160.563065, 0
135.260375, 160.88867, 0
136.29663, 161.33339, 0
137.29685, 161.89598, 0
138.24761999999998, 162.57373, 0
139.13580000000002, 163.3624, 0
139.948425, 164.25621, 0
140.67322000000001, 165.24791, 0
141.29852499999998, 166.328825, 0
141.81357000000003, 167.48889, 0
142.2086, 168.716765, 0
142.47500000000002, 169.99994, 0
142.60559999999998, 171.32485, 0
142.59447999999998, 172.67697, 0
142.43747000000002, 174.0411, 0
142.13189999999997, 175.4014, 0
141.67694999999998, 176.74161, 0
141.07344999999998, 178.04525, 0
140.32420000000002, 179.295835, 0
139.4337, 180.47705, 0
138.408325, 181.572935, 0
137.25631499999997, 182.56815, 0
135.98757999999998, 183.44812, 0
134.6137, 184.19925, 0
133.1479, 184.80915, 0
131.604675, 185.266725, 0
130.00009999999997, 185.5625, 0
128.35116499999998, 185.6886, 0
126.67593499999998, 185.638975, 0
124.99324999999999, 185.40953, 0
123.32247999999998, 184.99817, 0
121.6834, 184.40494, 0
120.09589999999997, 183.63199, 0
118.57968, 182.683685, 0
117.15417500000001, 181.56655, 0
115.83819999999997, 180.28925, 0
114.64972, 178.862565, 0
113.60568, 177.299285, 0
